ID,text,direction,tense,overall_polarity,event_polarity,action_polarity,label
4927,@staceyt83 haha no! I had a weird dream..I remembered it earlier but I can't now,self,past,negative,neut,neut,sadness
4928,i want your  card! i wanna filled xmas card all over the living room walls!  spirit december,self,past,neut,neut,neut,joy
4929,Work was busy even though we had absolutely no sale and I just woke up from a four hour nap and I get to do it alllll again tomorrow!,self,present,neut,neut,neut,joy
4930,@leon_dixon yeah my back box has split. Need a new one. Can't tell ya yet though,other,present,negative,neut,neut,surprise
4931,"“@NayerMusic: Not afraid of tomorrow, for I have seen yesterday and I love today less” love this!",self,past,positive,positive,neut,fear
4932,@justinbieber it makes me sad when I look at your profile and it says &quot;@justinbieber doesnt follow h_kristen.&quot; tear. ;(&,self,present,negative,neut,neut,sadness
4933,My dad has the worst cable in the world.,other,present,negative,negative,na,joy
4934,People be trying to get me down but they can't cause  is the Center of my thts y I pray to have the fruits of the Spirit. ♥,self,present,neut,neut,neut,joy
4935,"Happy Tweet:  Joy, like everything good, comes from within.  HOW CONVENIENT!",other,present,positive,positive,na,joy
4936,Have the feeling I'm gonna lose something important.,self,present,positive,positive,negative,sadness
4937,lol ung na un sa friday feeling ko lang un ung music video ng HOTTN :&gt;,other,na,neut,na,na,surprise
4938,@ColeQuitMan will love me in about ten minutes!,other,future,positive,neut,positive,surprise
4939,Man I now remeber why I love my  so much!!! One thing that I can always find in!!! happytweet :o),self,present,positive,neut,neut,joy
4940,Arabic coffee what can I do to make you happy.,self,present,positive,neut,positive,joy
4941,"if you would like to see my precious face i will be at work for the rest of the day and night ,",other,present,positive,positive,positive,joy
4942,"thank god this is my last class... but oh wait, i still have to stay at school until like 9 tonight. iNEEDabed",other,present,positive,neut,neut,joy
4943,Mmmmm Thanks to JP Morgan for brownies :) shame @Fanfaronade isn't here to enjoy them mmm chocolateygoodness,other,present,positive,neut,na,sadness
4944,Damn nobody showed me any love today,other,past,positive,positive,neut,sadness
4945,Don't let  &amp; open the door to the spirit of jezebel.,other,present,neut,neut,na,fear
4946,"I hate that moment when your on top of the world, happier then ever then something has to sweep it out from under you...",self,present,positive,neut,positive,sadness
4947,"Nail varnish I bought is practically skin colour, so it now looks like I have no nails",self,present,positive,neut,neut,joy
4948,"@DeZZyFly Ahhh man, hit him up for me...but it's gonna be insane tho.   just hype lol",other,past,negative,neut,neut,surprise
4949,"“@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today less”",self,past,positive,na,neut,fear
4950,"@DJRespin you don't know? Hopefully, it was only fruit salad ;p",other,present,neut,na,neut,surprise
4951,Listening to Christmas music from @michaelwsmith.  There is no one that captures the splendor of the season like he does. xmasmusic,other,present,positive,neut,na,joy
4952,can't wait to ruin the dance show,other,present,negative,neut,neut,surprise
4953,@albihonest @ashleybmarc @Same_Ol @LMWrites ALBINISM is the saddest thing since spectacular offered a grinding competition....,other,past,positive,neut,positive,sadness
4954,So my hour of peace with both boys asleep will be spent math planning sarcastic,other,past,positive,neut,neut,joy
4955,A lovely night of revision ahead... Sounds just lovely -_-,other,present,positive,positive,na,joy
4956,Break! What's your favorite happy song? Sing it! Let it fill you with Joy! LJB,other,present,positive,neut,na,joy
4957,I'm gonna tell my 14 year old sister a bedtime story.,self,present,neut,neut,neut,joy
4958,"To @AprinoBerhitu: Fear is restrictive, repressive &amp; limiting. Love is expressive,abundant &amp; free-flowing.  and cannot co-exist.",other,present,negative,na,neut,fear
4959,Thanksgiving is a time to be thankful for your family... Fuck that I hate my family.,self,present,positive,neut,na,joy
4960,"“@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today less”",self,past,positive,na,neut,fear
4961,22 @CouncillorKeats info I'm a bit shocked the city is considering possibly displaying it though.,other,present,negative,neut,neut,surprise
4962,"Every time I close my eyes I see the old us , the old love , the old trust and I think of how u broke it smh",self,present,positive,neut,neut,disgust
4963,So i saw dis cute gurl sittin infront of a range rover and pikin her nose lyk criously!,self,past,positive,neut,neut,disgust
4964,Casually going to cough my brains out tonight.,other,present,neut,neut,neut,joy
4965,homework and then the gym. then more homework,other,na,neut,na,na,joy
4966,"only 3 more days until graduation! reports, awards. school certficate all in one day",other,past,positive,neut,neut,joy
4967,Cant nothin or nobody steal my the lord jus keeps on blessng me!!! Job advancement &amp; my special blessing lordImSoGreatful,other,present,positive,neut,na,joy
4968,"En heb je problemen (ideeën, adviezen etc.) dan kun je donderdagavond tot 21.00 uur bij ons terecht en wij helpen je verder.",other,na,neut,na,na,surprise
4969,i guess now would be a good time to start my paper that I need to have at least 34 done for my 8am class tomorrow... -____-,self,present,positive,neut,neut,joy
4970,"Dacht ik heel even een uurtje voor mezelf te hebben om aan te werken, verwart kerel eindtijd met begintijd van zijn afspraak...",other,na,neut,na,na,surprise
4971,"Hate how when my dad goes on a two week vacation out of state, my mom thinks she can tell me to do her every wish.",self,present,neut,neut,neut,joy
4972,"@BunnyWILD MDRRR MOI AUSSI. En plus comme j'ai des enceinte, j'avais mis le volume à fond OMAGAD.",other,na,positive,na,na,fear
4973,"&quot;You carried the cross and took my shame, i believe it.& shine your light and amazing grace, i recieve it.&quot;",self,present,positive,neut,na,joy
4974,I truly think that patience is a virtue. Happy that I found happiness in my life.,self,past,positive,positive,neut,joy
4975,"organising my inbox :S In other news, my self assembled new office chair is still in one piece.",other,past,neut,neut,neut,joy
4976,"Pedagogisch gezien vast geen slimme zet, maar toch maar vast aan van zoon begonnen - anders komt 't nooit af... Sinterklaas",other,na,neut,na,na,surprise
4977,"God forbid, y wld I eat rat for $50000. factor sucks",self,past,negative,neut,na,fear
4978,"@x_sugartits_x more shit telly full of vacuous, fame hungry wannabees haha xx",other,na,positive,na,na,joy
4979,@cathalmannion79 great night.. Way too many drinks tho! Feeling very delicate today!!,other,present,positive,positive,na,fear
4980,Here i am thinking ima be at home all day all bored but im gone all day :b,self,past,negative,neut,neut,surprise
4981,i will be the last fucking person on this campus thanks to my copy editinglayout class that ends at 710,other,present,positive,neut,neut,joy
4982,Got my sis GOOD last nite @ her Party!!! Lol! Was a great eve! Happy Birthday @XNats_NatsX!!,other,past,positive,positive,na,surprise
4983,It's 8 o'clock and I lost my gum I am pissed,self,past,negative,neut,na,anger
4984,Looks like I'll be stranded at the airport once I land in Newark,self,present,positive,neut,neut,joy
4985,"Having no acne is great, until you wake up in the morning.... goaway",other,present,positive,neut,neut,surprise
4986,You know that moment after you drink the last of your Minute Maid Fruit Punch,other,present,neut,neut,negative,sadness
4987,Working a double tomorrow and training some new employee,other,present,neut,neut,na,joy
4988,"Charleigh Emery Duvall arrived last night at 9:13 p.m. EST, 6 lbs, 14 oz, 20 in. Anybody got a primer for new grandparents?",other,past,neut,neut,neut,joy
4989,Why must people lie about getting me food?,other,present,negative,neut,negative,sadness
4990,Movie on black civil rights?   kanye lol,other,na,positive,na,na,sadness
4991,"Girl on the bus puked green, translucent liquid with blotches of phlegm. I then watched it slide down the bus and hit people's feet",self,past,neut,neut,neut,disgust
4992,"That ain't how it works, that ain't how it goes, and I be getting high just to balance out the lows....",self,present,positive,neut,na,fear
4993,I can only get my purple hair dye online...,self,present,neut,neut,neut,sadness
4994,N'zogbia is look very good today . And the commentators are on about Darren bent not touching the ball,other,present,positive,neut,neut,joy
4995,cannot believe that took 3 hours. Cards and letters tommorrow bahhumbug,other,present,neut,neut,na,joy
4996,when i think about christmas in people ask me what do i want in i think about it i really dnt know just me and i will be grateful,self,present,positive,neut,neut,surprise
4997,Don't carry something around that Jesus already carried on the cross.  shame hurt pain,other,past,negative,negative,neut,fear
4998,When you have to get up to get off the bus but you got comfy in your spot :'(,other,present,positive,neut,neut,sadness
4999,Thought I'd gotten myself a fly orange @joehaden23 jersey online; turns out it was from China &amp; credit co. rejected the purchase,self,past,negative,neut,na,sadness
5000,When the day seems horrid and then you remember you have  on DVR! HappyAccidents,other,present,negative,neut,negative,joy
5001,De esas noches en las que @honeyLOLxD se desahoga con el teclado y el twitter,other,na,neut,na,na,fear
5002,come home wondering whats going on and what im stuck doing tonight,other,present,positive,neut,neut,joy
5003,Actually had fun in gym today with Olivia and Alllie. Love them &lt;3,other,past,positive,neut,neut,surprise
5004,I think we're going to have a happy girl tomorrow :))),self,present,positive,positive,neut,surprise
5005,Time to bust out this online final and then work the rest of the day.,other,present,positive,neut,positive,joy
5006,I gag in mouth mouth a little when I see you.,self,present,neut,neut,na,disgust
5007,Mungkin perlu buat twitter. penuh news feed aku dengan status dia,other,na,neut,na,na,joy
5008,@firstindy yay! Mr stoner is on twitter! Happy happy joy,other,na,positive,na,na,joy
5009,@TheDylanHolland another one of your goodies came in the mail the other day!  teenhoot :),other,past,neut,neut,neut,surprise
5010,"The band concert and meeting should be exciting, I'm just sad I'll miss glee and big bang theory.",self,future,positive,positive,negative,sadness
5011,Ten hour car ride home,other,na,neut,na,na,joy
5012,"Football on the Tele and a nice cold beer, can't think any better way of spending a Monday night",other,present,positive,positive,neut,joy
5013,Got to serve Thanksgiving dinner to a little girl who has never had a Thanksgiving meal before.,other,past,neut,neut,neut,joy
5014,"omw too school , got a field trip .",other,past,neut,neut,na,joy
5015,Ain't shaving til Jan 1.....the bread,other,present,neut,neut,na,fear
5016,had a half day of school today and again tomorrow but not going instead having to go to the dr again! for my back...,other,present,neut,neut,neut,joy
